Price,Close,High,Low,Open,Volume
Ticker,DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAKNTR.NS,DEEPAKNTR.NS
Date,,,,,
2011-02-11,16.37270164489746,16.37270164489746,16.134629329606522,16.134629329606522,5800
2011-02-14,16.289165496826172,16.293341504881166,16.289165496826172,16.289165496826172,70500
2011-02-15,16.4854736328125,17.12450970462047,16.289167767809715,16.289167767809715,18000
2011-02-16,16.4854736328125,16.4854736328125,16.4854736328125,16.4854736328125,0
2011-02-17,16.330930709838867,16.706835137753504,16.289164259309665,16.372698753656024,8400
2011-02-18,16.330930709838867,17.12450601619734,16.330930709838867,16.443702038213257,8440
2011-02-21,16.289165496826172,16.34346316126959,16.289165496826172,16.34346316126959,3350
2011-02-22,16.289165496826172,16.289165496826172,16.289165496826172,16.289165496826172,0
2011-02-23,16.289165496826172,16.289165496826172,16.289165496826172,16.289165496826172,0
2011-02-24,16.289165496826172,16.289165496826172,16.289165496826172,16.289165496826172,10000
2011-02-25,16.289165496826172,16.293341504881166,16.289165496826172,16.289165496826172,27800
2011-02-28,16.205629348754883,16.351815108428518,16.205629348754883,16.28916384095583,62000
2011-03-01,15.420409202575684,16.330931912076423,15.119687231393621,15.545711749963624,52780
2011-03-03,15.420409202575684,15.420409202575684,15.420409202575684,15.420409202575684,0
2011-03-04,15.420409202575684,15.420409202575684,15.420409202575684,15.420409202575684,0
2011-03-07,15.871493339538574,15.871493339538574,15.871493339538574,15.871493339538574,500
2011-03-08,15.871493339538574,15.871493339538574,15.871493339538574,15.871493339538574,0
2011-03-09,15.37028980255127,15.374467404064697,15.20322238764145,15.207398395866734,1850
2011-03-10,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,500
2011-03-11,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-03-14,15.036150932312012,15.036150932312012,14.631009689005925,15.036150932312012,2450
2011-03-15,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-03-16,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-03-17,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-03-18,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-03-21,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-03-22,15.453825950622559,15.453825950622559,15.453825950622559,15.453825950622559,149000
2011-03-23,14.61848258972168,14.61848258972168,14.61848258972168,14.61848258972168,500
2011-03-24,14.61848258972168,14.61848258972168,14.61848258972168,14.61848258972168,0
2011-03-25,14.714545249938965,14.714545249938965,14.714545249938965,14.714545249938965,33000
2011-03-28,14.576715469360352,15.445470138003952,13.549243814712668,13.574304643021957,17000
2011-03-29,14.722898483276367,16.406111615625747,14.626834372310539,14.626834372310539,65110
2011-03-30,14.722898483276367,14.722898483276367,14.722898483276367,14.722898483276367,0
2011-03-31,14.752134323120117,14.752134323120117,14.752134323120117,14.752134323120117,250
2011-04-01,15.704426765441895,15.955030286352429,14.702017461664356,15.955030286352429,250
2011-04-04,15.453825950622559,15.787962409275654,15.036154978984111,15.036154978984111,47880
2011-04-05,15.453825950622559,15.462179561249926,15.453825950622559,15.462179561249926,33900
2011-04-06,15.295108795166016,17.04097338545207,15.119687771813778,17.04097338545207,700
2011-04-07,15.871493339538574,15.871493339538574,15.871493339538574,15.871493339538574,1000
2011-04-08,16.3685245513916,16.3685245513916,15.453825711255147,15.453825711255147,630
2011-04-11,15.863141059875488,15.86314105987549,15.86314105987549,15.86314105987549,150
2011-04-13,15.512298583984375,16.514709485526506,15.453824906830587,15.453824906830587,51920
2011-04-15,15.512298583984375,15.512298583984373,15.512298583984373,15.512298583984373,0
2011-04-18,15.453825950622559,16.23904782342357,14.472299804587532,14.484829423884426,39590
2011-04-19,15.867319107055664,16.610772842075686,15.031977258884623,15.37028968768949,122350
2011-04-20,15.867319107055664,15.867319107055662,15.867319107055662,15.867319107055662,0
2011-04-21,15.366111755371094,15.771251417567061,14.827315948378924,14.827315948378924,2520
2011-04-25,15.696076393127441,16.623304897103136,15.45800246566939,16.268285196895953,23720
2011-04-26,15.44546890258789,15.662657950698803,15.036151632670851,15.16145257761885,44350
2011-04-27,15.52900505065918,15.871495080189696,15.119687737154125,15.119687737154125,4010
2011-04-28,15.453825950622559,15.871496922261006,15.453825950622559,15.453825950622559,2530
2011-04-29,15.336874961853027,15.787958676049207,15.036151423530281,15.036151423530281,2500
2011-05-02,15.37028980255127,15.787960729758032,14.618482452236723,14.618482452236723,18800
2011-05-03,14.80225658416748,15.704425692578805,14.80225658416748,15.671012848046285,4020
2011-05-04,14.877437591552734,14.877437591552733,14.877437591552733,14.877437591552733,20
2011-05-05,14.952618598937988,14.95261859893799,14.95261859893799,14.95261859893799,3250
2011-05-06,15.428764343261719,15.453825173884214,14.935912494036947,14.935912494036947,1980
2011-05-09,15.625068664550781,15.950851464189647,15.625068664550781,15.704425563791817,2690
2011-05-10,15.620890617370605,15.620890617370604,15.37446474914089,15.37446474914089,420
2011-05-11,15.82554817199707,16.690126699686612,15.537355860529836,16.690126699686612,9470
2011-05-12,15.286748886108398,15.2867488861084,15.2867488861084,15.2867488861084,70
2011-05-13,16.289165496826172,16.456234498211415,16.289165496826172,16.456234498211415,20
2011-05-16,15.78796100616455,16.539768369641305,15.704426500603095,16.289166446245112,1230
2011-05-17,15.704426765441895,16.247400264103952,15.704426765441895,15.787961272412073,3510
2011-05-18,15.332698822021484,15.332698822021484,15.332698822021484,15.332698822021484,160
2011-05-19,15.453825950622559,16.61495074192518,15.370291437637206,16.61495074192518,1330
2011-05-20,15.533180236816406,16.656715980370613,14.760489707171685,14.760489707171685,4390
2011-05-23,15.386998176574707,15.871496424756804,15.182338705840218,15.871496424756804,4880
2011-05-24,15.386998176574707,15.386998176574707,15.386998176574707,15.386998176574707,0
2011-05-25,15.386998176574707,15.386998176574707,15.386998176574707,15.386998176574707,0
2011-05-26,15.453825950622559,15.453825950622559,14.702018520331015,14.931737236074499,5170
2011-05-27,15.203222274780273,15.854787896681513,15.203222274780273,15.854787896681513,4130
2011-05-30,15.537358283996582,15.787960194509395,15.119687370949837,15.787960194509395,3500
2011-05-31,15.07791805267334,15.07791805267334,15.03615160220462,15.061212428458626,6210
2011-06-01,15.620890617370605,15.620890617370604,15.453821638022779,15.453821638022779,3520
2011-06-02,15.537358283996582,15.537358283996582,15.537358283996582,15.537358283996582,60
2011-06-03,15.691895484924316,15.691895484924316,14.835670464071832,15.048681920659318,6450
2011-06-06,15.111336708068848,15.203224836708676,14.869086766486895,14.960974895126725,1800
2011-06-07,15.036150932312012,15.491412232605196,14.95679404264178,15.491412232605196,2640
2011-06-08,15.361932754516602,15.361932754516602,15.361932754516602,15.361932754516602,50
2011-06-09,14.869086265563965,15.036155295046488,14.869086265563965,15.036155295046488,6000
2011-06-10,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,5000
2011-06-13,15.036150932312012,15.036150932312012,15.036150932312012,15.036150932312012,0
2011-06-14,14.986030578613281,14.986030578613281,14.986030578613281,14.986030578613281,250
2011-06-15,14.702017784118652,14.70201778411865,14.70201778411865,14.70201778411865,1000
2011-06-16,14.702017784118652,14.70201778411865,14.70201778411865,14.70201778411865,0
2011-06-17,14.263463020324707,15.44547093395005,14.050449951938829,15.44547093395005,48270
2011-06-20,14.551656723022461,14.77719943021123,13.449005612261793,14.033744016880288,7930
2011-06-21,14.61430549621582,14.86073139101764,14.534947005488837,14.86073139101764,6600
2011-06-22,14.722898483276367,15.031975634752134,14.61848076353682,15.031975634752134,9900
2011-06-23,14.447234153747559,14.618479131268044,14.209161906787074,14.367877269189991,20850
2011-06-24,14.59342098236084,14.693662701536576,14.200810901606028,14.693662701536576,50270
2011-06-27,14.622655868530273,15.031974706732857,14.367877986456717,14.367877986456717,4350
2011-06-28,14.367878913879395,14.702015299327947,14.367878913879395,14.702015299327947,1260
2011-06-29,15.449647903442383,15.53735841352426,14.61848207850356,14.935911274018585,15980
2011-06-30,15.453825950622559,15.704427896290301,14.702018520331015,15.453825950622559,4740
2011-07-01,15.457998275756836,15.612537645604972,15.457998275756836,15.529003152525318,790
2011-07-04,15.620890617370605,15.620890617370604,15.457997645526934,15.457997645526934,300
2011-07-05,15.09045124053955,15.09045124053955,15.036153573182373,15.036153573182373,900
2011-07-06,15.537358283996582,15.537358283996582,15.36611327337894,15.36611327337894,300
2011-07-07,15.537358283996582,15.537358283996582,15.537358283996582,15.537358283996582,400
2011-07-08,15.453825950622559,15.453825950622559,15.040330987653638,15.044508589611477,7120
2011-07-11,15.453825950622559,15.453825950622559,15.453825950622559,15.453825950622559,0
2011-07-12,15.47470760345459,15.537358880130627,15.412057920066701,15.537358880130627,1500
2011-07-13,15.708601951599121,15.787958844709632,15.612537841005992,15.612537841005992,2750
2011-07-14,16.038564682006836,16.038564682006836,15.787961162835618,16.038564682006836,5050
2011-07-15,15.975914001464844,16.247400759066473,15.704427243863213,16.247400759066473,3040
2011-07-18,16.318405151367188,16.351819594730355,16.122099279829474,16.2390482383122,7860
2011-07-19,16.96579360961914,17.20804352635045,15.620894228764588,15.620894228764588,25850
2011-07-20,17.613187789916992,17.951501921226857,16.297524910289255,16.297524910289255,598340
2011-07-21,18.135269165039062,18.210450052229582,17.12868239019712,17.54217726974497,27830
2011-07-22,17.888843536376953,19.212859385793685,17.75518739656398,18.293983183467716,26050
2011-07-25,18.92466926574707,19.183624780543237,18.268926072823962,18.268926072823962,49100
2011-07-26,18.795961380004883,19.306510741537593,18.01941002543509,18.01941002543509,10890
2011-07-27,18.293991088867188,19.289348836306377,17.761990380735817,17.761990380735817,2390
2011-07-28,17.723379135131836,18.70586486466767,16.517794093895848,18.319735595102063,1660
2011-07-29,18.126667022705078,19.696929709975866,17.24714859508387,17.33295563021027,14460
2011-08-01,18.130958557128906,18.272540425568792,17.59037696088852,17.59037696088852,3140
2011-08-02,18.130958557128906,18.130958557128906,18.130958557128906,18.130958557128906,0
2011-08-03,17.83921241760254,17.83921241760254,17.2514353869935,17.345823273848367,2370
2011-08-04,17.174209594726562,17.418758546172054,16.564982841759296,17.418758546172054,2710
2011-08-05,16.85243797302246,17.41876215002723,16.311856399202696,16.534954050239904,4950
2011-08-08,16.303272247314453,16.303272247314453,15.616819333659613,16.303272247314453,6400
2011-08-09,15.702621459960938,16.131654851070607,14.072294901070691,16.131654851070607,4300
2011-08-10,15.702621459960938,15.702621459960938,15.702621459960938,15.702621459960938,0
2011-08-11,16.303272247314453,16.73230572750694,15.874238767121968,16.73230572750694,4110
2011-08-12,16.13165855407715,16.13165855407715,16.08017499358309,16.08017499358309,200
2011-08-16,16.41053581237793,17.07553758986657,16.238921711320632,16.556407307286623,3030
2011-08-17,16.303272247314453,16.303272247314453,16.303272247314453,16.303272247314453,250
2011-08-18,15.874239921569824,16.389080462568952,15.711206728982958,16.389080462568952,3600
2011-08-19,15.874239921569824,16.6422102997566,14.600009869007753,14.600009869007753,610
2011-08-22,14.690109252929688,14.702979735515054,14.690109252929688,14.702979735515054,3000
2011-08-23,14.763044357299805,14.763044357299805,14.763044357299805,14.763044357299805,410
2011-08-24,14.763044357299805,14.763044357299805,14.763044357299805,14.763044357299805,0
2011-08-25,16.534954071044922,16.556405422076168,14.844560768998843,15.445208417672719,50
2011-08-26,15.874239921569824,16.303273432963604,15.874239921569824,15.874239921569824,1770
2011-08-29,16.2603702545166,16.2603702545166,15.44520595237688,15.44520595237688,1200
2011-08-30,16.547821044921875,16.547821044921875,15.020461280571109,15.020461280571109,540
2011-09-02,16.547821044921875,16.547821044921875,16.547821044921875,16.547821044921875,0
2011-09-05,15.114850044250488,16.732306539461003,14.5871390344019,16.646499511932053,19720
2011-09-06,15.333659172058105,15.681175285946786,15.024754504927683,15.681175285946786,2570
2011-09-07,15.286463737487793,15.531012696345584,15.230688925419193,15.445205670847631,8510
2011-09-08,15.303627014160156,15.874242461186764,15.016175301122615,15.869952845505063,6940
2011-09-09,15.44520378112793,15.44520378112793,15.35939676612846,15.35939676612846,2500
2011-09-12,15.273595809936523,15.359402858974368,15.273595809936523,15.359402858974368,1540
2011-09-13,15.273595809936523,15.273595809936523,15.273595809936523,15.273595809936523,0
2011-09-14,14.763044357299805,15.01617421670385,14.69868867028926,15.01617421670385,3020
2011-09-15,14.771625518798828,16.47488926615886,14.587140958103921,14.587140958103921,12210
2011-09-16,14.771625518798828,14.771625518798828,14.771625518798828,14.771625518798828,0
2011-09-19,14.29539680480957,14.59572059717273,13.990783397350125,13.990783397350125,2000
2011-09-20,14.630041122436523,15.702624830434301,14.505622656149752,15.702624830434301,2520
2011-09-21,15.402303695678711,15.681174495778786,15.402303695678713,15.64256141433318,370
2011-09-22,15.011883735656738,15.187787415157713,14.844559286404873,15.187787415157713,1400
2011-09-23,14.595722198486328,14.600011814053234,14.243914803205517,14.243914803205517,3600
2011-09-26,14.587141036987305,14.587141036987305,14.587141036987305,14.587141036987305,10
2011-09-27,14.587141036987305,14.587141036987305,14.587141036987305,14.587141036987305,0
2011-09-28,14.49704360961914,14.505624476756052,13.763396654060246,13.763396654060246,2490
2011-09-29,14.248204231262207,14.25249548340582,14.243914615751752,14.243914615751752,4140
2011-09-30,14.248204231262207,14.248204231262207,14.248204231262207,14.248204231262207,0
2011-10-03,14.419816970825195,14.42410658593695,14.415525719080433,14.42410658593695,40
2011-10-04,15.269304275512695,15.269304275512697,14.415526781637608,14.415526781637608,2010
2011-10-05,15.179205894470215,15.179205894470215,14.587139198169636,14.587139198169636,800
2011-10-07,15.01617431640625,15.01617431640625,15.01617431640625,15.01617431640625,2010
2011-10-10,15.393721580505371,15.642560145590746,14.587138187191696,14.587138187191696,2090
2011-10-11,15.307917594909668,15.307917594909668,15.101981681924762,15.101981681924762,1160
2011-10-12,14.758753776550293,14.758753776550293,14.758753776550293,14.758753776550293,1000
2011-10-13,15.633980751037598,15.694046818115329,14.587139560034743,14.587139560034743,3950
2011-10-14,15.633980751037598,15.633980751037598,15.633980751037598,15.633980751037598,0
2011-10-17,15.01617431640625,15.01617431640625,14.844560240994076,14.844560240994076,1150
2011-10-18,15.01617431640625,15.01617431640625,15.01617431640625,15.01617431640625,0
2011-10-19,14.947529792785645,14.973272396429373,14.848852267101156,14.848852267101156,13100
2011-10-20,15.44520378112793,15.44520378112793,14.329717496032876,14.329717496032876,300
2011-10-21,14.930366516113281,14.930366516113281,14.75875408609954,14.75875408609954,4750
2011-10-24,15.616820335388184,15.788432756493414,14.364041641818549,14.364041641818549,2210
2011-10-25,15.616820335388184,15.616820335388184,15.616820335388184,15.616820335388184,0
2011-10-28,15.273595809936523,15.702629418492418,15.273595809936523,15.702629418492418,1250
2011-10-31,15.44520378112793,15.44520378112793,14.681524784561287,14.681524784561287,260
2011-11-01,15.44520378112793,15.44520378112793,15.44520378112793,15.44520378112793,0
2011-11-02,14.93465805053711,15.016173833588686,13.900687289175325,13.900687289175325,2200
2011-11-03,14.93465805053711,14.93465805053711,14.93465805053711,14.93465805053711,0
2011-11-04,14.458428382873535,15.059074263735559,14.458428382873535,15.016171571042848,7120
2011-11-08,13.76768684387207,14.325430137982925,13.76768684387207,14.072300275095975,9260
2011-11-09,13.729072570800781,13.943589329719543,13.729072570800781,13.943589329719543,6020
2011-11-11,13.724781036376953,13.729071469409115,13.390134624716193,13.729071469409115,1000
2011-11-14,12.991133689880371,12.991133689880371,12.991133689880371,12.991133689880371,30
2011-11-15,12.956812858581543,12.956812858581543,12.956812858581543,12.956812858581543,100
2011-11-16,12.875295639038086,13.300038712630569,12.87100520577152,12.956812234469918,1790
2011-11-17,12.875295639038086,12.875295639038086,12.875295639038086,12.875295639038086,0
2011-11-18,12.87100601196289,12.87100601196289,12.87100601196289,12.87100601196289,500
2011-11-21,12.441971778869629,12.441971778869629,12.441971778869629,12.441971778869629,150
2011-11-22,13.27858829498291,14.072299683630627,13.042619358687306,13.300039644502268,1860
2011-11-23,12.785199165344238,12.785199165344238,12.785199165344238,12.785199165344238,260
2011-11-24,12.613585472106934,13.72907280083835,12.613585472106934,13.72907280083835,180
2011-11-25,12.484874725341797,12.484874725341797,12.484874725341797,12.484874725341797,1000
2011-11-28,11.841324806213379,12.441971544708425,11.841324806213379,12.441971544708425,80
2011-11-29,13.47165298461914,13.557460019896599,12.441972652872325,12.441972652872325,810
2011-11-30,13.540297508239746,13.540297508239746,13.540297508239746,13.540297508239746,90
2011-12-01,13.540297508239746,13.540297508239746,13.540297508239746,13.540297508239746,0
2011-12-02,13.042620658874512,15.016175289106059,13.042620658874512,15.016175289106059,270
2011-12-05,13.042620658874512,13.042620658874512,13.042620658874512,13.042620658874512,0
2011-12-07,12.87100601196289,13.385846579768016,12.74229627916987,13.300039545694986,2540
2011-12-08,13.300037384033203,13.300037384033203,13.300037384033203,13.300037384033203,10
2011-12-09,13.295747756958008,13.300038190055998,13.295747756958008,13.295747756958008,20
2011-12-12,13.295747756958008,13.295747756958008,13.295747756958008,13.295747756958008,0
2011-12-13,13.385847091674805,13.471653310712744,12.69939324778851,13.30004005432031,37630
2011-12-14,13.300037384033203,13.300037384033203,13.300037384033203,13.300037384033203,10
2011-12-15,13.295747756958008,13.300038190055998,13.291457323860017,13.291457323860017,20
2011-12-16,13.300037384033203,13.300037384033203,13.300037384033203,13.300037384033203,10
2011-12-19,13.621816635131836,14.587142223448264,12.892459196632766,14.587142223448264,191900
2011-12-20,13.729072570800781,14.158106088638306,13.042618778597443,13.042618778597443,3200
2011-12-21,13.458782196044922,13.814879993209235,12.441972369894293,12.441972369894293,3750
2011-12-22,13.300037384033203,13.300037384033203,13.300037384033203,13.300037384033203,10
2011-12-23,13.076940536499023,13.471651378754757,12.973972597430107,12.973972597430107,1360
2011-12-26,13.458782196044922,13.458782196044922,13.458782196044922,13.458782196044922,10
2011-12-27,13.042620658874512,13.471654238563257,13.042620658874512,13.471654238563257,1010
2011-12-28,13.638978004455566,13.643267620169487,13.634687570425026,13.643267620169487,20
2011-12-29,12.87100601196289,12.87100601196289,12.87100601196289,12.87100601196289,10
2011-12-30,13.128426551818848,13.214232769248241,12.956813298643521,12.956813298643521,9670
2012-01-02,13.128426551818848,13.128426551818848,13.042619516072914,13.042619516072914,210
2012-01-03,13.34294319152832,13.385846708978974,12.871006136204192,13.042619387690275,2110
2012-01-04,13.128426551818848,13.128426551818848,12.871006262897588,12.871006262897588,5010
2012-01-05,12.87100601196289,13.119845428794845,12.87100601196289,12.956813046035919,5860
2012-01-06,13.214231491088867,13.214231491088867,13.214231491088867,13.214231491088867,10
2012-01-09,13.042620658874512,13.042620658874512,13.042620658874512,13.042620658874512,100
2012-01-10,12.956812858581543,13.046909506569866,12.956812858581543,13.046909506569866,3740
2012-01-11,13.128426551818848,13.214232769248241,13.128426551818848,13.214232769248241,1010
2012-01-12,13.128426551818848,13.128426551818848,13.128426551818848,13.128426551818848,10
2012-01-13,13.214231491088867,13.214231491088867,13.214231491088867,13.214231491088867,2000
2012-01-16,13.214231491088867,13.214231491088867,13.214231491088867,13.214231491088867,50
2012-01-17,12.785199165344238,13.042619453021052,12.785199165344238,13.042619453021052,550
2012-01-18,12.613585472106934,13.214232243480309,11.695453990412151,13.214232243480309,1230
2012-01-19,13.124135971069336,13.124135971069336,13.124135971069336,13.124135971069336,10
2012-01-20,12.321844100952148,12.746587246193942,12.240328310086008,12.244618744076323,4020
2012-01-23,12.356164932250977,12.742295751265969,12.356164932250977,12.742295751265969,120
2012-01-24,12.7894868850708,12.871003469506256,12.35616300339946,12.360453436087258,1500
2012-01-25,12.87100601196289,14.07229957908615,12.527779512303823,12.527779512303823,22300
2012-01-27,13.25284481048584,13.287167458419669,13.214231729270725,13.214231729270725,4000
2012-01-30,13.707621574401855,15.788433534719378,11.927131774979872,11.927131774979872,29190
